A;B;C;D;E;F;G
5875;40307;1106;452.5;3;3898;0
5876;21118;1208;383;5;1900;0
5877;36854;1402;451;5;3611;0
5878;16058;1278;;3;3203;0
5879;45356;1290;414.5;1;4461;0
5880;3791;968;309.5;5;1149;1
5881;27554;938;411;3;376;0
5882;12304;1238;414;1;4225;0
5883;34877;1226;416.5;3;561;0
5884;2443;1106;330.5;9;2611;1
5885;20737;1198;443.5;1;1472;0
5886;14346;1106;;1;1699;1
5887;45794;1114;400;7;1213;0
5888;7866;1264;362;1;152;0
5889;15387;938;319.5;3;2984;0
5890;39002;1132;482.5;1;153;1
5891;49528;1264;408;1;4559;0
5892;22168;1332;380.5;1;4967;0
5893;47578;1106;;1;3855;0
5894;6871;1106;404;5;1572;0
5895;15745;1050;409.5;1;4769;0
5896;10851;1106;307.5;1;3535;1
5897;44154;1216;337.5;1;1903;0
5898;22722;1032;199.5;3;3442;1
5899;18021;886;411.5;1;558;0
5900;15870;898;280;15;455;1
5901;36560;1134;312;1;4097;0
5902;35084;860;277;1;4860;1
5903;31337;1018;258.5;5;4702;0
5904;1992;1118;237.5;9;2079;0
5905;35406;1338;364;5;3972;0
5906;12018;930;270.5;1;935;0
5907;33472;960;304.5;1;3330;0
5908;19945;1152;330.5;7;2018;0
5909;18969;1302;403.5;1;3246;0
5910;12152;1426;452.5;3;696;0
5911;38095;1382;;3;2245;0
5912;39967;1042;306;5;1520;0
5913;1681;926;281;11;4586;0
5914;16145;1042;362.5;5;2380;0
5915;33452;1090;314;9;4811;0
5916;47592;1248;383;5;2084;1
5917;6233;1122;388.5;5;3615;0
5918;47487;1136;436;3;1567;0
5919;579;1020;;5;4553;0
5920;22;1106;;1;1456;0
5921;18716;1226;297.5;1;1434;0
5922;26154;1086;376;3;3890;1
5923;29445;1102;328;3;1355;0
5924;48626;1200;362.5;3;57;0
5925;46648;944;254;7;862;1
5926;15669;1258;423.5;3;652;0
5927;2793;1142;;3;40;0
5928;46152;1342;447.5;3;3524;0
5929;5408;960;321;1;3598;0
5930;31234;1106;359;1;3176;0
5931;27672;1220;314;3;3538;1
5932;1209;1434;451;3;3671;0
5933;13769;1014;263;13;2028;1
5934;29072;1134;396;1;3086;0
5935;2868;1132;332.5;3;4774;1
5936;40384;1228;353;7;800;0
5937;10461;934;364;1;3019;0
5938;33385;1298;448.5;3;4165;0
5939;30983;1096;;1;2179;0
5940;45137;1056;374;1;1348;0
5941;11535;1062;326;1;3179;0
5942;41992;786;236.5;15;1268;1
5943;9607;798;211;3;3765;1
5944;1943;860;;5;297;1
5945;42267;1256;424.5;3;3624;0
5946;25274;1434;427;1;1698;0
5947;29948;1436;482.5;3;1088;0
5948;15670;1170;323;1;4113;0
5949;38904;1234;371;3;4650;0
5950;40982;1224;;1;1214;0
5951;47558;1106;362.5;3;3013;0
5952;2588;1064;372;1;925;0
5953;38931;1154;329.5;9;4984;0
5954;35590;916;314;5;1675;0
5955;27042;1012;293.5;5;586;0
5956;22331;952;361.5;1;1154;0
5957;3716;1106;398.5;1;1046;0
5958;40320;1084;;1;4380;0
5959;2390;1198;344.5;7;4512;1
5960;24909;814;265.5;5;935;0
5961;10302;1312;482.5;1;1809;0
5962;19201;1106;352;7;500;0
5963;41660;1310;482.5;1;2015;0
5964;627;954;321.5;7;591;1
5965;37900;1036;304.5;3;1007;0
5966;37409;1180;377;1;263;0
5967;17889;1106;;1;2966;0
5968;30947;942;196;1;2048;0
5969;35855;1066;248;19;131;0
5970;21110;1038;330.5;1;3866;1
5971;263;1276;445.5;3;2722;0
5972;47315;980;377;5;4139;0
5973;17569;1106;383;5;4246;0
5974;25166;1106;417;1;4145;0
5975;20933;884;306.5;9;3859;1
5976;6628;1060;362.5;1;4340;0
5977;8057;984;277;9;1954;0
5978;541;1208;;1;2359;0
5979;47621;1228;286.5;5;4337;1
5980;10691;1090;383;3;2346;0
5981;34475;1192;239.5;3;4948;0
5982;11019;878;311.5;1;2809;0
5983;29955;1312;482.5;1;1432;0
5984;1371;1106;;1;544;0
5985;6566;1068;;3;4115;0
5986;29228;1156;289;7;1140;1
5987;30708;1138;332.5;11;4701;0
5988;47725;1212;419;3;3755;0
5989;40144;930;361.5;1;3407;0
5990;37883;826;253.5;11;127;1
5991;34452;920;218.5;5;178;1
5992;31560;1106;362.5;1;2488;1
5993;3876;1450;399;1;1875;0
5994;34795;1106;;1;4677;1
5995;43855;1092;;7;1753;1
5996;18043;1232;324.5;3;1861;0
5997;16927;1106;;1;1680;0
5998;33500;1106;485;1;4905;0
5999;5244;1106;;1;3823;0
6000;36943;934;403.5;5;3274;0
6001;4829;1106;473;1;3711;0
6002;46996;1208;420.5;5;1234;0
6003;34169;1106;367.5;3;3448;0
6004;13751;1088;330;1;2275;1
6005;17517;970;383;1;4940;0
6006;14739;1230;390.5;3;4121;0
6007;8873;820;154;3;3900;0
6008;9644;1050;351;9;4525;0
6009;35494;1122;462;1;1506;1
6010;41767;750;;3;3419;0
6011;460;1324;422.5;1;1192;0
6012;32791;1194;496;1;990;0
6013;14063;1106;348;1;2108;1
6014;46936;852;448.5;13;4383;0
6015;20425;1106;;1;3950;1
6016;3198;872;328;19;342;0
6017;3781;1396;445.5;5;4187;0
6018;38134;1260;482.5;1;2968;0
6019;47089;722;385.5;5;840;0
6020;18565;1106;;1;951;0
6021;3645;1054;417;9;124;0
6022;29966;1106;;1;3252;1
6023;33490;1208;367;1;1949;0
6024;24151;1008;417;3;6;0
6025;9389;1412;249.5;3;1345;0
6026;47181;1232;296.5;5;4148;0
6027;21419;1090;307.5;7;4587;1
6028;15217;1362;;3;795;0
6029;39712;1106;;1;709;0
6030;39374;1118;406;5;2906;0
6031;5303;1106;;3;3174;1
6032;20018;1102;355;3;4544;0
6033;10901;1106;330.5;1;4811;0
6034;35072;1252;472;5;3798;0
6035;28962;1186;;3;4575;0
6036;36579;1166;328;1;473;0
6037;30588;1250;303;5;2175;0
6038;4738;870;213.5;5;3705;0
6039;14809;1106;;1;4180;0
6040;3682;1242;292;3;4914;0
6041;17590;1450;302.5;5;3498;0
6042;3543;1090;386;5;1326;0
6043;29371;1174;295.5;9;4833;1
6044;36372;1004;402.5;1;4098;0
6045;3104;1104;361.5;3;449;0
6046;15861;940;380.5;7;2999;0
6047;43170;844;;1;4985;0
6048;12671;966;348;5;1081;1
6049;18578;1250;329;7;471;0
6050;28779;1270;355.5;3;2051;0
6051;37180;1136;328;3;312;0
6052;12686;1304;462;1;2713;0
6053;39566;1238;385.5;1;76;0
6054;23758;920;327;7;259;1
6055;37310;906;380;1;574;0
6056;46890;1078;280;1;870;1
6057;49092;1106;;1;62;0
6058;28276;922;187.5;5;2606;0
6059;32042;826;192.5;13;4781;0
6060;19897;816;325;7;1222;0
6061;31713;1450;328;5;1077;0
6062;24802;850;183.5;3;3018;0
6063;5687;1082;282.5;5;4249;0
6064;14918;1172;;5;4672;0
6065;38421;926;357;7;4922;0
6066;19956;970;400;3;4557;0
6067;7879;1282;427.5;3;1593;0
6068;3781;864;;1;904;0
6069;14743;1450;425;1;2344;0
6070;12270;1106;346.5;1;4372;0
6071;29829;1160;327;1;3807;0
6072;44571;1072;323.5;3;3744;0
6073;32848;974;;3;4370;0
6074;22643;986;211.5;1;4994;0
6075;23600;1196;306.5;1;3616;0
6076;19063;1052;380;1;1665;0
6077;40844;1450;385.5;1;4779;0
6078;31356;1220;411.5;3;2490;0
6079;46193;952;355.5;7;4607;0
6080;48689;1386;281;3;2773;0
6081;46121;1190;330.5;5;207;1
6082;17836;1348;383;5;1716;0
6083;27406;1106;417;5;1394;0
6084;38264;1262;432;11;1819;0
6085;48824;1106;;1;204;0
6086;24685;1106;;3;3223;0
6087;32800;980;;5;649;0
6088;31308;1040;279.5;9;4593;1
6089;6707;1402;465;1;2621;0
6090;29255;1100;272;3;3068;1
6091;19968;1106;;7;1744;1
6092;47818;1206;417;1;3128;0
6093;26007;1166;279;15;39;1
6094;49961;1052;402;5;1383;0
6095;40157;1072;336.5;3;730;0
6096;35424;960;310;3;974;0
6097;282;1096;;3;4512;0
6098;29930;1278;401.5;3;3850;0
6099;26133;1042;362.5;5;4104;0
6100;11261;808;424.5;9;4469;1
6101;33585;1450;435;1;893;0
6102;49222;1000;362;3;523;0
6103;13475;1106;;1;1874;0
6104;14391;1046;346;1;2252;0
6105;25993;1390;455;1;1952;0
6106;32460;1252;420.5;1;3715;0
6107;28461;850;328;5;2665;0
6108;27594;888;382.5;15;4966;0
6109;40973;1106;374;1;4063;0
6110;23636;1302;430.5;1;280;0
6111;34443;1438;496;1;2882;0
6112;24165;1134;406;1;2968;0
6113;2181;1106;303.5;3;479;1
6114;2356;1308;419;5;2864;0
6115;32398;1214;283.5;21;1182;1
6116;37065;1110;272;9;4847;1
6117;19494;1220;322.5;19;135;0
6118;10414;1124;319.5;1;1053;0
6119;30182;1278;377;3;505;0
6120;3335;1382;451;1;2816;0
6121;45379;994;264;3;3941;1
6122;20734;902;302.5;3;4360;1
6123;8714;902;280.5;13;3882;0
6124;44765;1062;390.5;3;369;0
6125;9952;1268;374;1;839;1
6126;28905;1302;155.5;7;2133;1
6127;37859;1306;485.5;1;2299;0
6128;6861;1262;424.5;3;922;0
6129;28146;1042;288.5;3;1250;0
6130;23862;1374;431.5;1;2843;0
6131;3281;1284;362.5;1;3963;0
6132;5694;1200;473;1;1528;0
6133;18401;1108;409.5;7;4275;0
6134;31638;1202;403.5;1;4624;0
6135;4905;1196;354.5;5;1912;0
6136;24481;1106;;3;3330;1
6137;16100;1106;;1;3204;0
6138;43814;862;404;1;1013;1
6139;4362;1122;307;5;4177;0
6140;33686;918;368;3;2541;1
6141;41079;1062;248;1;3346;0
6142;37839;1104;328.5;5;3060;0
6143;18373;1088;325;1;1330;0
6144;3698;1194;372.5;7;2909;0
6145;49518;1194;403.5;3;3896;0
6146;12536;1016;341.5;17;241;0
6147;28857;1342;348;3;2075;0
6148;8636;1152;;1;2132;0
6149;39673;1240;422.5;1;4802;0
6150;3935;1124;216.5;3;408;0
6151;22154;1106;;1;248;0
6152;5648;1270;406;5;1940;0
6153;31181;1192;251.5;3;541;0
6154;2387;1118;338.5;3;1235;0
6155;16394;1250;467.5;1;3544;0
6156;43175;1228;327;7;630;1
6157;6900;930;293.5;11;332;1
6158;38096;1388;256.5;1;837;1
6159;41036;1182;400;7;2945;0
6160;34015;1180;429.5;25;118;0
6161;43219;984;464;3;978;0
6162;20237;1022;381;1;3269;0
6163;28422;1050;331.5;1;944;0
6164;5157;1106;353;1;1140;0
6165;18043;1106;411.5;9;3356;0
6166;17363;940;485.5;3;4820;0
6167;17474;958;268.5;7;1366;1
6168;39206;1332;430.5;1;1749;0
6169;4399;1260;353;3;3363;0
6170;27555;1052;280.5;9;2381;0
6171;45333;902;332;1;3661;0
6172;17678;1450;438;1;2036;0
6173;37265;874;376;5;2586;1
6174;33091;1106;466;3;659;0
6175;25627;1344;;1;1754;0
6176;3572;1224;462;3;1523;0
6177;4283;874;;7;3108;1
6178;6597;1106;;1;480;0
6179;39070;1106;;1;4911;1
6180;3101;1050;;1;97;0
6181;8370;1180;;3;3332;0
6182;24902;1226;406;1;1281;0
6183;34240;1242;451;1;1284;0
6184;34923;1106;;1;1407;0
6185;48308;1106;330.5;3;2024;0
6186;28114;1106;;1;3008;0
6187;5765;1226;411.5;3;2630;0
6188;28200;1214;413.5;1;3750;0
6189;29221;928;299;3;3776;0
6190;13777;1154;383;1;2441;0
6191;38643;1100;323.5;3;2161;0
6192;31301;1058;368;3;2596;0
6193;23826;990;377.5;3;514;1
6194;34755;1106;479;1;2861;0
6195;24758;1450;406;3;233;0
6196;994;1106;310;23;4611;0
6197;8305;1318;452.5;1;2412;0
6198;6346;1106;;3;4919;0
6199;7464;932;328;3;563;1
6200;7835;1340;383;1;1574;0
6201;16377;1182;383;1;3092;0
6202;21349;1222;280.5;7;140;0
6203;3971;1366;452.5;1;1655;0
6204;38214;1230;505.5;1;1209;0
6205;45652;1284;414.5;1;2215;0
6206;8418;880;222;1;4526;0
6207;48751;1106;;1;591;0
6208;49147;1172;339;1;131;0
6209;10755;1420;328;1;3106;0
6210;38478;1362;383;1;2550;0
6211;12712;1106;447;1;3234;0
6212;41449;838;212.5;3;1572;1
6213;5420;1132;328;3;3106;0
6214;45707;1106;482.5;1;3373;0
6215;2355;1168;393;3;1517;0
6216;16563;1004;304.5;1;4251;1
6217;26355;1094;380.5;1;11;0
6218;2781;1170;;1;2365;0
6219;45544;1070;271;31;4127;1
6220;27511;924;300.5;5;2662;1
6221;43887;1106;;1;3481;0
6222;36016;1450;441.5;1;2174;0
6223;19903;1106;496;1;485;0
6224;17899;972;255.5;5;1181;1
6225;14100;1308;430.5;3;729;0
6226;26942;974;400.5;5;3699;0
6227;12409;874;332.5;3;4866;1
6228;220;974;312.5;5;2805;0
6229;17981;914;419;13;1310;1
6230;38166;1106;;3;470;0
6231;40652;896;467;1;4518;0
6232;21244;1080;380.5;9;2882;1
6233;28178;1288;;1;3278;0
6234;17125;1286;356.5;1;573;0
6235;1710;1106;;3;3970;0
6236;13809;1416;348;3;3189;0
6237;4025;1226;330.5;1;3107;0
6238;15585;1106;482.5;1;2350;0
6239;2003;1070;330.5;3;1735;0
6240;41567;1106;;1;1664;1
6241;8057;938;320.5;1;3967;0
6242;21054;1056;335.5;9;2256;0
6243;12858;1364;475.5;1;1217;0
6244;2231;1122;467.5;1;3943;0
6245;35788;1106;;1;812;0
6246;31989;1056;307;11;1021;0
6247;9024;1030;373.5;3;1893;0
6248;31099;1010;373;3;404;0
6249;49426;1066;403.5;1;121;1
6250;30844;1296;;1;4390;0
6251;11334;1374;451;1;4263;0
6252;19074;1388;441.5;1;3814;0
6253;38416;1226;311.5;5;2262;0
6254;14580;1202;450;1;3723;0
6255;18646;1218;436.5;5;1524;1
6256;34229;1036;361.5;5;4234;0
6257;30756;1108;295.5;1;346;0
6258;41916;862;;1;890;0
6259;33364;990;;1;3258;0
6260;16917;1106;;1;3367;1
6261;33242;1136;344.5;3;973;0
6262;26351;1188;368.5;1;2224;1
6263;38868;1104;;1;1272;0
6264;43842;1088;329;3;1869;1
6265;2003;1124;338.5;5;1321;0
6266;5949;1106;349.5;5;1907;0
6267;3597;1106;;1;152;0
6268;18627;1290;385.5;1;245;0
6269;36911;908;184;5;1708;1
6270;10248;1106;402.5;5;593;0
6271;17706;1284;424.5;3;709;0
6272;30808;1106;;1;3515;1
6273;8213;1284;346.5;15;451;0
6274;37949;1040;383;1;4630;0
6275;27457;1106;332.5;1;2488;0
6276;32218;1106;242.5;1;3093;0
6277;40469;818;239.5;11;4002;1
6278;1687;1106;286;1;3751;0
6279;46624;1106;437;1;1950;0
6280;7312;1308;289;1;2778;1
6281;36221;1258;423.5;3;4505;0
6282;44198;1106;300.5;1;3417;0
6283;15197;1106;473;1;1826;0
6284;25783;986;;1;2100;1
6285;46924;1106;;3;2484;0
6286;46740;1106;;1;91;0
6287;47689;1224;383;1;1922;0
6288;21175;852;262;19;239;0
6289;28445;1074;265;17;1799;1
6290;15760;1106;358.5;13;1073;1
6291;17456;1168;;3;4486;0
6292;18562;1042;330.5;9;1418;0
6293;44707;1316;485.5;1;4440;0
6294;45720;966;123;3;4516;0
6295;42404;1286;339;5;4483;0
6296;26286;924;293.5;1;4967;0
6297;40742;1106;482.5;1;3688;0
6298;24450;1106;385.5;15;3192;0
6299;44074;1220;435;3;4392;0
6300;519;1158;383;7;1199;0
6301;21446;1106;355.5;1;2606;1
6302;39805;1284;420;3;4482;0
6303;6385;1106;;5;4993;1
6304;46055;1186;357;5;4308;0
6305;24187;1174;269;19;815;0
6306;26851;1106;;1;2298;1
6307;43293;1254;;3;945;0
6308;48460;918;330.5;25;2124;1
6309;40826;864;283;3;3586;0
6310;3693;1106;;1;4094;1
6311;25868;1106;376;1;1940;1
6312;20509;1118;315.5;3;453;0
6313;15044;856;323.5;5;817;0
6314;20744;1106;;1;2947;1
6315;30126;1048;309.5;3;4289;0
6316;38780;1170;406;5;1393;0
6317;26365;1044;253.5;9;3739;0
6318;49029;1106;374;3;2662;1
6319;37709;890;248;11;317;1
6320;42216;1296;380;1;3213;0
6321;6054;1260;427;5;1619;0
6322;25714;824;289;3;1801;1
6323;17830;1450;364;3;3966;0
6324;9690;1138;465;1;4615;0
6325;34735;1006;279;7;4812;0
6326;33122;1134;430.5;9;4806;0
6327;45875;896;244.5;23;4177;1
6328;2837;1106;;1;4174;0
6329;7843;1130;319.5;15;3659;1
6330;24395;838;380;3;751;0
6331;48468;1302;383;7;4154;0
6332;21154;946;362.5;3;1976;1
6333;12182;1248;411.5;5;33;0
6334;26441;1256;437.5;1;2598;1
6335;40197;1212;383;3;1776;0
6336;11045;1094;406;1;2928;0
6337;38536;1106;360;7;800;0
6338;5877;1104;364.5;3;2772;0
6339;15504;1192;325;9;448;0
6340;47647;1188;355;7;3290;0
6341;15054;1056;383;3;3730;0
6342;3306;1186;404;7;2033;0
6343;3157;1106;;1;799;0
6344;37754;1258;274.5;1;1683;0
6345;28201;1386;370.5;1;4755;0
6346;37422;1362;446.5;1;1073;0
6347;39953;1234;372;1;3486;0
6348;29302;1156;330.5;1;3470;1
6349;10325;1258;475.5;1;4627;0
6350;26211;1130;417;5;3256;1
6351;17655;1106;482.5;1;1094;0
6352;24268;1034;267.5;11;32;0
6353;68;1156;330.5;3;2823;0
6354;12917;976;302.5;1;2386;0
6355;6004;1086;320.5;3;4076;0
6356;25951;1280;342;9;1265;0
6357;39375;1106;;1;3454;1
6358;45976;938;330.5;1;3930;0
6359;17088;1198;441.5;3;470;0
6360;16903;1106;330.5;1;31;0
6361;44713;1282;377.5;1;3357;0
6362;46204;1106;385;1;2950;1
6363;15237;1106;;3;2622;0
6364;15415;1106;;5;4889;0
6365;33618;1106;;11;4889;0
6366;42501;1106;;1;634;0
6367;32279;1252;357;5;3418;0
6368;8986;1106;;1;2208;1
6369;20721;1050;410;1;3156;0
6370;19994;1106;;1;528;0
6371;20366;1106;431.5;1;4904;0
6372;33084;1106;;1;2810;0
6373;32936;1278;452.5;1;4062;0
6374;32708;1106;;5;2752;0
6375;39625;1106;;7;1137;0
6376;5508;764;269.5;7;1090;0
6377;41406;1106;;3;1344;0
6378;13574;1418;430.5;1;4806;0
6379;15896;1020;357;1;2166;1
6380;49248;1106;;11;1299;1
6381;17351;1106;;1;2510;0
6382;29911;1106;;3;4798;0
6383;43939;1294;412.5;3;4955;0
6384;45621;1106;;1;4622;0
6385;33030;1292;418.5;3;3871;0
6386;25890;1106;;1;4831;1
6387;7545;1106;441.5;3;3953;0
6388;18250;1106;;3;4626;1
6389;14568;1106;;3;280;0
6390;17566;1106;;1;3994;0
6391;6261;1250;393.5;1;992;0
6392;39934;1106;;3;8;1
6393;42822;1046;;3;1119;0
6394;22344;1106;428.5;1;976;0
6395;37722;772;;3;662;0
6396;1483;1106;;3;2608;0
6397;34067;1224;447.5;3;4645;0
6398;49617;1430;456.5;1;610;0
6399;20239;1086;;5;1500;0
6400;841;956;344;3;3722;0
6401;36906;1106;;1;3088;0
6402;21443;1106;;1;3537;0
6403;36826;1064;383;5;3777;0
6404;4693;1346;503;1;3358;0
6405;35583;1106;;1;2884;0
6406;674;1082;379;1;3863;0
6407;8165;1106;430.5;1;2288;0
6408;8593;1382;424.5;5;1888;1
6409;12970;1380;432;1;1877;0
6410;41407;1106;;19;4681;1
6411;43684;1092;424.5;3;4699;0
6412;10291;1158;274.5;3;71;0
6413;24324;894;347.5;3;2472;0
6414;47366;1106;;1;893;0
6415;2526;1268;383;7;185;0
6416;32177;1106;;3;962;0
6417;8126;1028;403.5;21;2404;0
6418;10669;1106;414.5;1;4598;0
6419;19713;1106;430.5;1;4391;0
6420;30740;1106;;3;1031;0
6421;5774;1106;;1;2006;1
6422;23075;722;227;13;1157;0
6423;41033;1106;307;5;3409;1
6424;554;748;206;29;424;1
6425;33198;1106;;1;2851;1
6426;20056;1028;245;19;3211;1
6427;39451;1450;465;1;861;0
6428;2054;786;345.5;9;4578;0
6429;3632;1266;398.5;1;3969;0
6430;12926;1076;324.5;3;3509;0
6431;22478;1106;;1;1273;0
6432;7110;1106;;1;2231;0
6433;12340;1114;341.5;3;4690;1
6434;37492;1106;;1;3672;0
6435;17815;1364;432.5;3;3281;0
6436;17169;916;359;1;3435;0
6437;29877;1312;430.5;1;1153;0
6438;26970;1106;;1;2248;0
6439;12692;1082;303;5;4390;1
6440;42850;1106;;3;2030;0
6441;43719;1166;403.5;1;3122;0
6442;5185;1088;300.5;9;4038;1
6443;12833;1106;309;3;805;1
6444;15397;1106;;5;1166;0
6445;4429;1248;385.5;3;693;0
6446;26217;1106;;1;2308;0
6447;41832;1106;406;1;4262;0
6448;29976;1000;181.5;1;3796;1
6449;17236;1106;;1;3382;0
6450;29812;1154;357.5;7;60;1
6451;39838;1106;;1;10;0
6452;10174;1058;276.5;3;1040;1
6453;22339;1106;;1;2929;0
6454;17610;1172;400.5;3;1701;0
6455;26674;1106;306.5;5;1714;1
6456;11086;1270;475;1;1734;0
6457;16046;1278;380.5;3;278;0
6458;37829;1106;;1;341;0
6459;4960;1444;424.5;1;4614;1
6460;37568;962;385.5;5;1506;1
6461;44388;1156;417;3;4398;0
6462;1175;1016;364;3;803;0
6463;13303;1106;449;5;2852;0
6464;23113;1356;336;1;1744;0
6465;15301;926;382.5;15;2855;0
6466;27731;944;;5;4195;0
6467;31168;1188;325;13;3249;0
6468;8181;1152;325;7;3124;0
6469;17730;1106;452.5;1;3684;1
6470;31476;1114;;3;1230;0
6471;23885;844;308.5;1;726;1
6472;552;1106;452.5;1;2742;0
6473;18197;1362;451;1;4626;0
6474;36286;1180;427;1;764;0
6475;26760;1146;271.5;7;3879;0
6476;32492;1106;379;1;1876;0
6477;48938;1108;406;7;597;1
6478;27020;814;;7;2546;1
6479;30584;1328;362;1;2931;0
6480;13123;1140;246.5;13;4822;0
6481;21209;1106;;33;1494;0
6482;442;1240;;3;910;1
6483;40620;1112;377;1;2926;0
6484;36790;1374;300.5;7;4541;0
6485;23777;1106;;1;3189;0
6486;14251;1156;444;1;4916;1
6487;35004;808;238.5;11;1023;0
6488;45867;982;379.5;3;2314;0
6489;6653;1066;361.5;1;2168;0
6490;5825;1068;362.5;1;507;0
6491;16148;1106;;1;4535;0
6492;10525;1136;256.5;7;4857;1
6493;46934;1106;406;3;131;0
6494;48838;1310;407;1;2959;0
6495;18595;1132;400.5;1;3717;0
6496;13561;1106;402.5;11;3714;1
6497;15582;1256;341;9;4889;0
6498;15913;1046;;3;4575;0
6499;44321;1166;419;1;2991;0
6500;14289;1108;304;5;2591;1
6501;47607;1328;465;1;2936;0
6502;42974;1194;356;5;4067;0
6503;37171;1158;300;5;576;0
6504;10493;1148;357;3;4609;0
6505;14242;1106;362.5;1;4354;0
6506;34359;932;283.5;5;1319;1
6507;28851;1398;341;1;2909;0
6508;37514;1106;;1;1431;0
6509;45598;1118;473;1;2016;0
6510;21151;1218;466;1;2319;0
6511;47437;818;136;3;2858;1
6512;35767;1106;475.5;5;4875;0
6513;2563;1106;330.5;1;2001;0
6514;28007;1372;465;1;4707;0
6515;42800;1106;;9;39;0
6516;37993;1134;298.5;3;109;0
6517;43838;1106;424.5;1;1504;0
6518;6098;1292;430.5;7;9;0
6519;41037;862;330.5;5;1500;1
6520;26326;1216;321;1;4831;0
6521;29358;1072;403;1;3669;0
6522;45075;1106;;7;2486;1
6523;2764;1106;;1;4742;0
6524;3596;1110;390.5;1;725;0
6525;31306;1028;258;1;2807;0
6526;18146;1106;;1;966;0
6527;36293;896;300.5;1;2908;0
6528;26812;1190;292;9;2861;1
6529;28343;1324;391.5;7;1419;0
6530;12984;1064;231;1;102;0
6531;18329;1084;410;7;2299;0
6532;23357;1066;256.5;3;3659;1
6533;24907;1106;;3;4369;0
6534;1386;1304;503;9;3413;0
6535;4966;1164;363;5;1329;0
6536;31635;1060;361.5;3;4730;0
6537;19439;1168;323.5;1;39;0
6538;9484;1106;357;1;895;0
6539;26295;1284;332;5;1511;0
6540;40331;1158;425;1;4988;0
6541;37150;1106;445.5;1;3022;1
6542;34743;1106;229.5;1;364;0
6543;33054;1106;;1;1969;1
6544;35345;1178;336.5;3;3680;0
6545;42641;1168;364.5;7;468;0
6546;8378;1198;447;5;2293;0
6547;30988;1244;;1;1094;0
6548;47157;974;;9;2931;0
6549;37456;1230;462;1;206;1
6550;13599;1062;437.5;5;4367;1
6551;11651;1106;272;17;3862;1
6552;36119;1160;391.5;5;2263;0
6553;31501;1150;319.5;1;687;0
6554;49727;1082;;1;4389;0
6555;13843;970;364.5;3;4257;0
6556;37106;1014;398.5;7;1622;0
6557;25135;1108;374;1;2130;0
6558;22167;1186;277.5;1;2365;0
6559;26563;1106;;1;99;0
6560;48116;1270;443;1;512;0
6561;9444;1106;;1;3039;0
6562;40612;1304;344.5;3;1258;0
6563;17541;1144;419;3;4302;0
6564;1425;1106;;3;4577;0
6565;38827;1106;404;15;965;1
6566;11312;1118;383;3;150;0
6567;25580;1380;503;1;14;0
6568;48082;1360;338.5;5;4131;0
6569;39575;1166;385.5;3;1735;0
6570;43934;1130;304.5;5;2716;0
6571;9176;1000;344.5;7;3072;0
6572;36379;1366;428.5;9;3744;0
6573;25423;1180;;5;176;0
6574;46537;900;319;9;1202;0
6575;25058;1172;377.5;3;2822;0
6576;48024;1106;383;3;1114;0
6577;25214;1344;380;3;4272;0
6578;6238;1282;394.5;7;1839;0
6579;10626;1236;346.5;7;1705;0
6580;13516;1106;;1;1184;0
6581;14209;1190;329;1;585;0
6582;39991;706;294;9;2383;1
6583;35431;1156;311;5;669;0
6584;22786;1106;;1;2916;0
6585;49025;1122;383;7;1735;1
6586;29583;1106;449;1;2492;1
6587;41347;1296;402.5;1;471;0
6588;26247;1242;383;1;1891;0
6589;27524;974;404;1;4271;0
6590;30359;1118;447.5;1;4350;0
6591;28294;1028;262;5;4675;0
6592;2367;1106;;1;4291;0
6593;14394;1146;330.5;11;2503;1
6594;40469;1006;415.5;13;3265;0
6595;7730;1202;423;1;3332;0
6596;43749;1204;330.5;7;4509;0
6597;37549;952;437.5;1;4659;0
6598;16208;1094;459.5;3;3136;0
6599;26124;992;292.5;9;4161;0
6600;29768;1270;403.5;3;2425;0
6601;40150;1148;;3;4819;1
6602;35837;1216;425;11;1199;0
6603;13560;912;400.5;3;2402;0
6604;42709;1054;232.5;1;539;0
6605;47706;882;324.5;3;3539;0
6606;11626;1232;436.5;5;3016;0
6607;20911;1354;376;5;1551;0
6608;6759;1170;406.5;9;3816;0
6609;46883;1106;310;3;3272;0
6610;32845;1226;430.5;3;4076;0
6611;33588;1198;242.5;1;3305;0
6612;33252;930;357.5;9;2318;1
6613;11703;1242;417;1;878;0
6614;37708;1328;355.5;1;4991;0
6615;29996;950;382;3;423;1
6616;46766;958;335.5;1;2922;0
6617;7614;1218;473;3;4993;0
6618;13089;1294;245;11;2330;0
6619;7928;770;344;3;3100;1
6620;30950;740;323.5;9;1224;1
6621;7409;1188;367;7;1129;0
6622;9745;1106;;1;3724;0
6623;47503;1066;;3;4528;0
6624;30301;1348;304.5;1;3735;1
